Frequency (Hz)	Level (dB)
4363.838196	-82.484772
4364.511108	-80.818840
4365.184021	-79.438072
4365.856934	-76.860100
4366.529846	-77.871887
4367.202759	-77.590370
4367.875671	-76.233498
4368.548584	-76.570389
4369.221497	-77.634109
4369.894409	-77.944458
4370.567322	-79.051323
4371.240234	-80.960304
4371.913147	-81.952843
4372.586060	-81.798218
4373.258972	-80.988136
4373.931885	-80.374825
4374.604797	-80.353630
4375.277710	-79.599426
4375.950623	-78.909973
4376.623535	-78.838913
4377.296448	-79.503189
4377.969360	-82.532211
4378.642273	-84.050850
4379.315186	-84.234528
4379.988098	-83.622459
4380.661011	-82.952904
4381.333923	-82.250290
4382.006836	-82.109146
4382.679749	-82.300575
4383.352661	-82.137650
4384.025574	-81.697807
4384.698486	-81.449379
4385.371399	-81.491707
4386.044312	-81.228584
4386.717224	-80.114899
4387.390137	-78.675690
4388.063049	-77.916306
4388.735962	-77.978134
4389.408875	-78.841362
4390.081787	-80.246132
4390.754700	-80.596504
4391.427612	-79.368118
4392.100525	-79.318291
4392.773438	-80.138268
4393.446350	-80.623589
4394.119263	-80.393600
4394.792175	-79.155441
4395.465088	-78.211395
4396.138000	-77.991302
4396.810913	-77.558289
4397.483826	-76.995445
4398.156738	-75.580971
4398.829651	-72.677879
4399.502563	-69.685356
4400.175476	-67.676247
4400.848389	-67.358330
4401.521301	-69.417885
4402.194214	-74.277863
4402.867126	-78.665878
4403.540039	-79.253746
4404.212952	-79.058113
4404.885864	-76.958733
4405.558777	-75.604820
4406.231689	-76.189682
4406.904602	-77.082069
4407.577515	-77.270912
4408.250427	-76.286942
4408.923340	-75.426865
4409.596252	-75.344292
4410.269165	-74.709709
4410.942078	-74.203323
4411.614990	-73.860840
4412.287903	-74.314934
4412.960815	-75.209511
4413.633728	-75.772469
4414.306641	-75.604477
4414.979553	-75.245003
4415.652466	-74.944336
4416.325378	-75.123550
4416.998291	-75.310303
4417.671204	-75.344353
4418.344116	-75.757088
4419.017029	-76.487137
4419.689941	-76.882812
4420.362854	-77.414597
4421.035767	-78.675865
4421.708679	-80.027916
4422.381592	-80.592117
4423.054504	-80.460022
4423.727417	-79.509399
4424.400330	-78.580040
4425.073242	-78.335266
4425.746155	-78.415192
4426.419067	-78.805977
4427.091980	-78.595131
4427.764893	-77.979530
4428.437805	-77.424744
4429.110718	-76.770935
4429.783630	-76.385368
4430.456543	-76.537842
4431.129456	-76.452507
4431.802368	-77.044868
4432.475281	-78.339500
4433.148193	-78.826248
4433.821106	-76.545074
4434.494019	-75.123810
4435.166931	-74.037254
4435.839844	-71.425995
4436.512756	-68.624794
4437.185669	-66.887352
4437.858582	-66.160606
4438.531494	-66.475281
4439.204407	-68.051392
4439.877319	-71.058594
4440.550232	-74.704773
4441.223145	-76.852982
4441.896057	-76.734756
4442.568970	-76.605637
4443.241882	-77.218636
4443.914795	-78.204292
4444.587708	-79.664299
4445.260620	-80.680206
4445.933533	-79.943817
4446.606445	-78.490761
4447.279358	-77.621399
4447.952271	-77.516319
4448.625183	-77.313324
4449.298096	-77.642334
4449.971008	-78.484718
4450.643921	-79.423050
4451.316833	-79.969818
4451.989746	-80.512032
4452.662659	-81.396294
4453.335571	-81.528885
4454.008484	-79.874023
4454.681396	-78.434059
4455.354309	-78.015045
4456.027222	-77.858688
4456.700134	-77.775871
4457.373047	-78.003036
4458.045959	-78.331139
4458.718872	-78.214775
4459.391785	-78.288628
4460.064697	-78.818367
4460.737610	-79.639420
4461.410522	-80.701408
4462.083435	-81.266403
4462.756348	-81.088852
4463.429260	-80.836113
4464.102173	-81.077087
4464.775085	-81.746483
4465.447998	-82.105888
4466.120911	-82.287048
4466.793823	-82.459587
4467.466736	-82.673302
4468.139648	-83.015091
4468.812561	-83.233910
4469.485474	-83.427338
4470.158386	-84.263992
4470.831299	-85.045082
4471.504211	-85.717979
4472.177124	-86.061531
4472.850037	-86.685715
4473.522949	-86.433624
4474.195862	-85.674713
4474.868774	-85.518982
4475.541687	-85.078926
4476.214600	-83.961861
4476.887512	-82.756111
4477.560425	-82.000397
4478.233337	-81.413231
4478.906250	-81.012573
4479.579163	-80.438881
4480.252075	-80.089020
4480.924988	-80.118744
4481.597900	-80.755043
4482.270813	-81.563637
4482.943726	-82.336273
4483.616638	-83.422234
4484.289551	-84.761253
4484.962463	-85.437752
4485.635376	-85.000427
4486.308289	-84.414444
4486.981201	-84.127655
4487.654114	-84.223175
4488.327026	-84.930008
4488.999939	-85.814919
4489.672852	-86.546165
4490.345764	-86.669594
4491.018677	-86.002342
4491.691589	-86.285645
4492.364502	-87.418861
4493.037415	-88.023109
4493.710327	-88.434402
4494.383240	-88.210457
4495.056152	-87.959572
4495.729065	-87.811798
4496.401978	-86.908989
4497.074890	-85.401573
4497.747803	-84.261246
4498.420715	-83.477783
4499.093628	-83.189819
4499.766541	-82.895332
4500.439453	-83.192032
4501.112366	-84.209053
4501.785278	-85.189308
4502.458191	-85.859215
4503.131104	-86.102577
4503.804016	-86.434608
4504.476929	-86.362030
4505.149841	-84.896225
4505.822754	-83.711731
4506.495667	-83.199661
4507.168579	-82.490997
4507.841492	-81.875038
4508.514404	-81.183617
4509.187317	-81.270416
4509.860229	-82.146210
4510.533142	-82.895477
4511.206055	-83.254951
4511.878967	-84.040443
4512.551880	-85.204399
4513.224792	-85.632790
4513.897705	-85.456703
4514.570618	-85.169937
4515.243530	-84.983986
4515.916443	-84.932213
4516.589355	-85.029488
4517.262268	-85.252869
4517.935181	-85.739525
4518.608093	-86.121574
4519.281006	-86.741974
4519.953918	-87.317635
4520.626831	-86.878708
4521.299744	-86.388535
4521.972656	-86.273605
4522.645569	-86.485687
4523.318481	-87.237144
4523.991394	-87.760002
4524.664307	-88.280121
4525.337219	-87.527054
4526.010132	-86.526009
4526.683044	-85.962067
4527.355957	-85.606316
4528.028870	-85.626129
4528.701782	-85.598213
4529.374695	-85.386765
4530.047607	-85.532173
4530.720520	-85.980103
4531.393433	-86.768852
4532.066345	-87.340355
4532.739258	-87.838715
4533.412170	-87.445587
4534.085083	-86.443375
4534.757996	-85.562782
4535.430908	-84.929596
4536.103821	-84.088737
4536.776733	-83.458611
4537.449646	-83.402855
4538.122559	-82.499931
4538.795471	-82.222206
4539.468384	-81.864212
4540.141296	-81.831490
4540.814209	-81.445663
4541.487122	-81.701492
4542.160034	-81.206848
4542.832947	-81.490067
4543.505859	-81.788231
4544.178772	-81.789085
4544.851685	-81.928200
4545.524597	-81.824387
4546.197510	-80.759933
4546.870422	-79.066200
4547.543335	-78.545853
4548.216248	-79.538177
4548.889160	-81.275841
4549.562073	-82.326958
4550.234985	-82.890701
4550.907898	-83.587318
4551.580811	-84.081284
4552.253723	-84.689445
4552.926636	-85.455078
4553.599548	-85.506660
4554.272461	-85.245239
4554.945374	-84.751411
4555.618286	-84.110588
4556.291199	-83.517021
4556.964111	-83.341919
4557.637024	-83.392326
4558.309937	-83.994041
4558.982849	-84.292023
4559.655762	-83.993996
4560.328674	-83.542068
4561.001587	-82.892952
4561.674500	-82.885880
4562.347412	-83.058601
4563.020325	-82.444931
4563.693237	-81.809143
4564.366150	-81.665695
4565.039062	-81.760498
4565.711975	-81.936874
4566.384888	-82.213715
4567.057800	-82.527908
4567.730713	-82.542961
4568.403625	-82.113419
4569.076538	-81.938095
4569.749451	-81.832985
4570.422363	-82.022537
4571.095276	-81.872322
4571.768188	-81.422081
4572.441101	-81.139771
4573.114014	-81.041550
4573.786926	-81.149162
4574.459839	-81.181290
4575.132751	-81.339645
4575.805664	-81.816177
4576.478577	-82.198914
4577.151489	-82.798363
4577.824402	-82.617805
4578.497314	-81.939293
4579.170227	-81.502373
4579.843140	-81.112427
4580.516052	-80.648438
4581.188965	-80.590210
4581.861877	-80.327202
4582.534790	-80.102577
4583.207703	-80.190155
4583.880615	-80.361176
4584.553528	-80.585648
4585.226440	-80.746643
4585.899353	-81.127953
4586.572266	-81.356468
4587.245178	-81.333710
4587.918091	-81.657944
4588.591003	-81.599495
4589.263916	-81.700157
4589.936829	-82.071899
4590.609741	-82.402138
4591.282654	-82.625801
4591.955566	-82.318306
4592.628479	-82.376862
4593.301392	-82.708534
4593.974304	-83.263924
4594.647217	-83.390976
4595.320129	-83.271408
4595.993042	-83.109184
4596.665955	-83.091957
4597.338867	-82.825844
4598.011780	-82.674034
4598.684692	-83.069260
4599.357605	-82.999504
4600.030518	-82.881516
4600.703430	-83.668571
4601.376343	-84.609131
4602.049255	-84.184608
4602.722168	-83.884933
4603.395081	-84.204018
4604.067993	-84.689774
4604.740906	-84.631355
4605.413818	-83.996948
4606.086731	-83.910973
4606.759644	-84.110252
4607.432556	-84.226967
4608.105469	-83.798744
4608.778381	-83.639473
4609.451294	-83.443695
4610.124207	-83.346939
4610.797119	-83.366386
4611.470032	-83.361191
4612.142944	-83.624359
4612.815857	-83.845589
4613.488770	-84.016945
4614.161682	-84.626808
4614.834595	-85.460487
4615.507507	-85.771118
4616.180420	-85.684296
4616.853333	-85.694939
4617.526245	-85.869873
4618.199158	-85.924263
4618.872070	-85.486626
4619.544983	-85.195168
4620.217896	-84.805847
4620.890808	-84.459373
4621.563721	-83.731270
4622.236633	-83.716751
4622.909546	-83.921455
4623.582458	-84.353935
4624.255371	-84.932602
4624.928284	-85.109505
4625.601196	-85.300385
4626.274109	-86.166473
4626.947021	-86.685814
4627.619934	-86.984215
4628.292847	-86.175629
4628.965759	-85.515694
4629.638672	-85.259262
4630.311584	-85.412521
4630.984497	-86.341919
4631.657410	-87.127129
4632.330322	-86.695595
4633.003235	-85.938438
4633.676147	-85.841270
4634.349060	-85.441566
4635.021973	-84.875450
4635.694885	-85.325851
4636.367798	-85.801178
4637.040710	-85.813599
4637.713623	-85.719353
4638.386536	-85.475861
4639.059448	-85.293350
4639.732361	-85.290581
4640.405273	-85.167282
4641.078186	-85.135170
4641.751099	-85.010597
4642.424011	-85.062393
4643.096924	-85.541565
4643.769836	-86.325378
4644.442749	-86.793167
4645.115662	-87.573700
4645.788574	-87.437477
4646.461487	-86.912392
4647.134399	-87.184082
4647.807312	-87.983650
4648.480225	-88.834290
4649.153137	-89.147499
4649.826050	-88.906372
4650.498962	-87.695480
4651.171875	-87.117271
4651.844788	-86.698853
4652.517700	-86.240578
4653.190613	-85.891014
4653.863525	-86.128090
4654.536438	-87.164787
4655.209351	-87.945770
4655.882263	-87.074852
4656.555176	-86.580360
4657.228088	-86.242180
4657.901001	-86.324692
4658.573914	-86.605644
4659.246826	-87.393433
4659.919739	-87.293259
4660.592651	-86.332977
4661.265564	-86.242973
4661.938477	-86.738899
4662.611389	-87.167206
4663.284302	-87.211548
4663.957214	-87.379585
4664.630127	-87.699165
4665.303040	-87.308662
4665.975952	-86.336990
4666.648865	-86.353226
4667.321777	-87.589218
4667.994690	-88.209602
4668.667603	-87.629768
4669.340515	-86.642738
4670.013428	-86.685890
4670.686340	-87.358521
4671.359253	-87.167931
4672.032166	-87.448418
4672.705078	-88.278694
4673.377991	-88.675224
4674.050903	-88.272507
4674.723816	-89.105835
4675.396729	-89.813469
4676.069641	-89.379547
4676.742554	-88.811211
4677.415466	-88.827774
4678.088379	-88.009872
4678.761292	-86.606964
4679.434204	-85.444427
4680.107117	-85.387230
4680.780029	-86.508255
4681.452942	-87.299286
4682.125854	-87.535034
4682.798767	-87.643341
4683.471680	-87.638008
4684.144592	-87.446449
4684.817505	-87.470436
4685.490417	-87.915993
4686.163330	-87.935211
4686.836243	-88.755714
4687.509155	-87.354233
4688.182068	-83.661461
4688.854980	-81.203667
4689.527893	-80.854858
4690.200806	-82.632759
4690.873718	-85.255424
4691.546631	-87.046097
4692.219543	-87.133896
4692.892456	-85.455330
4693.565369	-84.378799
4694.238281	-84.585022
4694.911194	-85.302383
4695.584106	-85.942009
4696.257019	-86.793869
4696.929932	-87.528397
4697.602844	-86.006241
4698.275757	-83.224777
4698.948669	-81.155685
4699.621582	-80.752197
4700.294495	-82.420708
4700.967407	-86.115395
4701.640320	-88.238365
4702.313232	-87.123756
4702.986145	-86.674156
4703.659058	-86.472801
4704.331970	-86.852242
4705.004883	-87.998421
4705.677795	-87.668808
4706.350708	-85.574768
4707.023621	-84.724548
4707.696533	-85.527748
4708.369446	-87.089211
4709.042358	-89.051651
4709.715271	-90.070999
4710.388184	-90.164909
4711.061096	-91.091537
4711.734009	-90.978882
4712.406921	-91.759850
4713.079834	-91.584152
4713.752747	-91.803490
4714.425659	-90.472847
4715.098572	-89.858650
4715.771484	-90.660469
4716.444397	-90.941589
4717.117310	-91.203308
4717.790222	-90.512215
4718.463135	-90.930893
4719.136047	-92.113289
4719.808960	-92.833305
4720.481873	-92.448608
4721.154785	-92.420029
4721.827698	-92.590805
4722.500610	-93.449287
4723.173523	-93.265366
4723.846436	-92.825775
4724.519348	-93.140411
4725.192261	-93.016899
4725.865173	-92.588417
4726.538086	-92.097855
4727.210999	-92.530777
4727.883911	-93.801262
4728.556824	-93.764763
4729.229736	-93.716080
4729.902649	-92.699860
4730.575562	-92.431389
4731.248474	-92.068542
4731.921387	-91.745834
4732.594299	-92.205444
4733.267212	-92.663452
4733.940125	-92.426529
4734.613037	-93.444626
4735.285950	-93.705284
4735.958862	-92.549377
4736.631775	-92.019691
4737.304688	-92.278076
4737.977600	-91.962509
4738.650513	-91.957191
4739.323425	-91.733025
4739.996338	-91.155418
4740.669250	-90.607498
4741.342163	-90.852119
4742.015076	-91.051338
4742.687988	-91.207115
4743.360901	-91.624908
4744.033813	-92.029449
4744.706726	-91.390366
4745.379639	-91.037262
4746.052551	-92.218307
4746.725464	-92.841751
4747.398376	-92.535431
4748.071289	-92.044456
4748.744202	-91.678452
4749.417114	-92.008072
4750.090027	-91.875168
4750.762939	-91.133652
4751.435852	-89.655075
4752.108765	-90.594322
4752.781677	-91.275894
4753.454590	-91.160889
4754.127502	-91.145668
4754.800415	-91.876816
4755.473328	-91.173782
4756.146240	-89.692093
4756.819153	-89.055664
4757.492065	-89.786613
4758.164978	-91.202553
4758.837891	-91.852699
4759.510803	-91.400970
4760.183716	-90.397484
4760.856628	-90.125664
4761.529541	-90.728470
4762.202454	-91.472778
4762.875366	-91.225838
4763.548279	-91.677269
4764.221191	-90.786713
4764.894104	-90.348320
4765.567017	-90.923042
4766.239929	-90.101509
4766.912842	-90.097389
4767.585754	-90.629967
4768.258667	-90.881561
4768.931580	-90.439316
4769.604492	-90.583321
4770.277405	-90.655846
4770.950317	-90.765259
4771.623230	-91.622665
4772.296143	-91.632538
4772.969055	-90.890678
4773.641968	-90.156685
4774.314880	-89.776863
4774.987793	-89.637619
4775.660706	-89.445122
4776.333618	-89.764763
4777.006531	-89.486290
4777.679443	-90.264931
4778.352356	-89.693764
4779.025269	-89.488853
4779.698181	-89.894279
4780.371094	-88.924896
4781.044006	-87.952072
4781.716919	-87.621162
4782.389832	-87.260468
4783.062744	-87.373528
4783.735657	-87.896896
4784.408569	-88.056305
4785.081482	-87.992699
4785.754395	-89.106529
4786.427307	-89.993507
4787.100220	-89.627525
4787.773132	-89.434586
4788.446045	-88.623878
4789.118958	-88.337715
4789.791870	-88.387726
4790.464783	-87.777832
4791.137695	-87.741776
4791.810608	-87.207764
4792.483521	-86.595802
4793.156433	-86.421715
4793.829346	-86.981079
4794.502258	-87.349380
4795.175171	-87.236671
4795.848083	-87.201126
4796.520996	-86.923294
4797.193909	-86.276634
4797.866821	-85.430527
4798.539734	-84.632019
4799.212646	-84.301605
4799.885559	-84.551323
4800.558472	-85.201851
4801.231384	-86.100586
4801.904297	-85.922501
4802.577209	-85.823578
4803.250122	-85.872627
4803.923035	-85.942528
4804.595947	-86.575180
4805.268860	-86.749153
4805.941772	-86.736092
4806.614685	-87.426453
4807.287598	-87.544579
4807.960510	-87.511528
4808.633423	-87.534981
4809.306335	-87.031944
4809.979248	-86.934509
4810.652161	-86.422554
4811.325073	-86.177979
4811.997986	-86.423004
4812.670898	-86.865540
4813.343811	-87.013901
4814.016724	-86.990494
4814.689636	-87.309288
4815.362549	-87.413399
4816.035461	-87.807549
4816.708374	-87.461884
4817.381287	-87.516914
4818.054199	-87.841209
4818.727112	-88.266335
4819.400024	-87.745987
4820.072937	-88.257065
4820.745850	-87.871750
4821.418762	-87.178635
4822.091675	-86.237976
4822.764587	-85.238197
4823.437500	-84.872246
4824.110413	-85.248032
4824.783325	-85.866188
4825.456238	-86.333565
4826.129150	-86.130455
4826.802063	-86.197083
4827.474976	-85.569969
4828.147888	-85.422623
4828.820801	-85.536049
4829.493713	-85.789314
4830.166626	-86.491982
4830.839539	-86.115898
4831.512451	-85.382996
4832.185364	-85.022667
4832.858276	-85.644287
4833.531189	-85.094643
4834.204102	-84.392548
4834.877014	-84.944092
4835.549927	-84.358101
4836.222839	-83.234367
4836.895752	-82.516235
4837.568665	-81.877457
4838.241577	-81.595642
4838.914490	-80.033012
4839.587402	-77.344856
4840.260315	-75.188347
4840.933228	-74.509399
4841.606140	-75.758286
4842.279053	-78.488113
4842.951965	-80.794861
4843.624878	-81.466469
4844.297791	-82.172050
4844.970703	-82.918091
4845.643616	-83.673744
4846.316528	-84.112991
4846.989441	-84.494919
4847.662354	-85.006447
4848.335266	-85.596367
4849.008179	-85.952881
4849.681091	-85.747055
4850.354004	-85.343880
4851.026917	-84.679001
4851.699829	-84.410805
4852.372742	-84.660942
4853.045654	-84.852806
4853.718567	-84.836533
4854.391479	-84.738266
4855.064392	-83.996773
4855.737305	-83.531921
4856.410217	-83.549339
4857.083130	-83.333565
4857.756042	-83.075340
4858.428955	-83.503944
4859.101868	-83.347397
4859.774780	-83.143776
4860.447693	-82.419662
4861.120605	-82.523262
4861.793518	-82.307297
4862.466431	-82.333488
4863.139343	-81.865036
4863.812256	-81.216606
4864.485168	-80.890022
4865.158081	-81.361305
4865.830994	-82.430428
4866.503906	-83.826805
4867.176819	-84.595520
4867.849731	-84.812294
4868.522644	-85.157272
4869.195557	-85.648842
4869.868469	-85.567558
4870.541382	-85.900162
4871.214294	-85.585709
4871.887207	-84.682152
4872.560120	-84.037071
4873.233032	-84.840485
4873.905945	-84.719910
4874.578857	-84.192551
4875.251770	-83.532539
4875.924683	-83.531151
4876.597595	-83.186340
4877.270508	-82.171638
4877.943420	-81.293907
4878.616333	-80.390282
4879.289246	-79.506889
4879.962158	-78.914528
4880.635071	-78.194237
4881.307983	-78.049095
4881.980896	-78.144997
4882.653809	-78.630043
4883.326721	-80.349052
4883.999634	-81.673439
4884.672546	-82.334618
4885.345459	-82.825165
4886.018372	-82.503113
4886.691284	-81.632790
4887.364197	-80.905640
4888.037109	-80.209259
4888.710022	-78.511818
4889.382935	-77.614410
4890.055847	-75.825455
4890.728760	-77.083351
4891.401672	-77.594627
4892.074585	-77.933907
4892.747498	-77.836205
4893.420410	-79.274155
4894.093323	-81.368561
4894.766235	-81.775993
4895.439148	-82.222992
4896.112061	-82.439339
4896.784973	-82.043968
4897.457886	-80.964066
4898.130798	-79.897751
4898.803711	-79.032288
4899.476624	-78.124954
4900.149536	-77.459961
4900.822449	-76.978027
4901.495361	-76.565292
4902.168274	-76.178902
4902.841187	-75.496750
4903.514099	-75.217255
4904.187012	-75.166443
4904.859924	-75.254524
4905.532837	-75.815849
4906.205750	-76.676086
4906.878662	-77.024345
4907.551575	-77.397552
4908.224487	-78.042252
4908.897400	-78.012222
4909.570312	-77.704498
4910.243225	-77.522179
4910.916138	-77.249916
4911.589050	-77.623611
4912.261963	-78.261017
4912.934875	-78.493752
4913.607788	-79.240387
4914.280701	-80.219353
4914.953613	-80.403580
4915.626526	-80.187431
4916.299438	-80.004066
4916.972351	-79.379372
4917.645264	-78.267677
4918.318176	-77.601616
4918.991089	-77.645470
4919.664001	-77.746536
4920.336914	-77.770782
4921.009827	-78.197922
4921.682739	-78.390755
4922.355652	-77.432007
4923.028564	-77.053879
4923.701477	-77.241623
4924.374390	-77.871300
4925.047302	-78.921188
4925.720215	-80.033989
4926.393127	-79.101585
4927.066040	-77.181679
4927.738953	-76.331696
4928.411865	-75.291061
4929.084778	-72.213737
4929.757690	-69.280853
4930.430603	-67.509239
4931.103516	-66.804520
4931.776428	-67.128410
4932.449341	-68.616859
4933.122253	-71.651505
4933.795166	-75.888992
4934.468079	-79.236176
4935.140991	-77.484406
4935.813904	-75.389908
4936.486816	-75.358116
4937.159729	-77.230675
4937.832642	-79.670555
4938.505554	-79.070290
4939.178467	-77.571800
4939.851379	-77.114609
4940.524292	-77.066345
4941.197205	-77.564087
4941.870117	-77.880600
4942.543030	-78.081154
4943.215942	-78.665527
4943.888855	-78.885002
4944.561768	-79.093437
4945.234680	-79.399689
4945.907593	-79.794991
4946.580505	-79.090645
4947.253418	-77.925682
4947.926331	-77.230347
4948.599243	-76.650017
4949.272156	-76.067345
4949.945068	-75.901627
4950.617981	-76.162430
4951.290894	-76.427879
4951.963806	-76.691826
4952.636719	-77.061951
4953.309631	-77.355309
4953.982544	-78.063766
4954.655457	-78.602776
4955.328369	-78.828987
4956.001282	-78.802368
4956.674194	-78.821388
4957.347107	-78.873123
4958.020020	-79.000351
4958.692932	-79.254265
4959.365845	-79.572495
4960.038757	-79.719307
4960.711670	-79.989967
4961.384583	-80.328568
4962.057495	-81.038536
4962.730408	-81.536339
4963.403320	-81.973183
4964.076233	-82.382805
4964.749146	-83.075737
4965.422058	-83.086906
4966.094971	-83.434113
4966.767883	-82.522125
4967.440796	-81.183853
4968.113708	-79.675026
4968.786621	-78.481827
4969.459534	-77.475792
4970.132446	-76.706879
4970.805359	-76.166290
4971.478271	-75.841080
4972.151184	-75.824615
4972.824097	-75.707802
4973.497009	-75.367424
4974.169922	-75.214256
4974.842834	-75.608315
4975.515747	-76.550644
4976.188660	-77.768860
4976.861572	-79.406425
4977.534485	-80.362694
4978.207397	-79.523109
4978.880310	-79.607735
4979.553223	-80.976265
4980.226135	-81.439964
4980.899048	-82.018494
4981.571960	-81.955162
4982.244873	-81.046173
4982.917786	-80.964218
4983.590698	-81.241753
4984.263611	-80.400871
4984.936523	-78.517441
4985.609436	-74.895813
4986.282349	-71.869553
4986.955261	-70.207253
4987.628174	-70.172867
4988.301086	-72.191437
4988.973999	-76.168274
4989.646912	-78.893951
4990.319824	-78.637894
4990.992737	-78.458153
4991.665649	-78.164505
4992.338562	-76.918556
4993.011475	-75.872490
4993.684387	-76.242935
4994.357300	-77.329964
4995.030212	-78.079414
4995.703125	-78.045044
4996.376038	-78.339073
4997.048950	-78.980003
4997.721863	-80.097282
4998.394775	-80.963585
4999.067688	-80.562752
4999.740601	-80.344574
5000.413513	-80.493492
5001.086426	-80.745255
5001.759338	-80.387871
5002.432251	-79.954712
5003.105164	-81.053513
5003.778076	-82.516098
5004.450989	-83.299599
5005.123901	-83.111191
5005.796814	-82.559174
5006.469727	-81.652824
5007.142639	-80.785660
5007.815552	-80.181183
5008.488464	-79.569221
5009.161377	-79.562386
5009.834290	-79.967888
5010.507202	-80.575294
5011.180115	-81.194427
5011.853027	-82.143196
5012.525940	-82.573456
5013.198853	-82.295021
5013.871765	-82.195335
5014.544678	-81.825584
5015.217590	-81.454597
5015.890503	-81.314468
5016.563416	-81.721352
5017.236328	-83.064880
5017.909241	-84.083786
5018.582153	-83.633278
5019.255066	-82.449776
5019.927979	-81.844231
5020.600891	-81.617950
5021.273804	-82.049995
5021.946716	-82.216446
5022.619629	-81.989708
5023.292542	-81.957619
5023.965454	-82.499336
5024.638367	-83.317101
5025.311279	-83.460419
5025.984192	-83.342957
5026.657104	-83.478836
5027.330017	-82.877998
5028.002930	-82.116364
5028.675842	-81.147278
5029.348755	-80.430176
5030.021667	-79.773796
5030.694580	-79.191544
5031.367493	-79.132469
5032.040405	-79.210899
5032.713318	-79.169266
5033.386230	-79.127670
5034.059143	-79.145195
5034.732056	-79.394844
5035.404968	-80.073318
5036.077881	-80.756630
5036.750793	-81.316116
5037.423706	-81.796608
5038.096619	-81.932487
5038.769531	-81.913864
5039.442444	-81.980247
5040.115356	-82.285553
5040.788269	-82.570671
5041.461182	-83.094475
5042.134094	-83.536362
5042.807007	-84.320206
5043.479919	-85.673782
5044.152832	-86.106148
5044.825745	-85.540810
5045.498657	-85.766708
5046.171570	-85.808357
5046.844482	-85.400597
5047.517395	-84.847801
5048.190308	-84.915535
5048.863220	-85.234344
5049.536133	-84.620369
5050.209045	-84.404465
5050.881958	-84.248627
5051.554871	-83.991699
5052.227783	-84.044662
5052.900696	-83.556976
5053.573608	-82.984970
5054.246521	-83.035759
5054.919434	-83.377731
5055.592346	-83.339928
5056.265259	-83.490486
5056.938171	-83.482773
5057.611084	-83.974541
5058.283997	-84.690811
5058.956909	-84.986786
5059.629822	-84.851151
5060.302734	-84.189522
5060.975647	-84.333305
5061.648560	-84.104446
5062.321472	-82.511604
5062.994385	-82.057014
5063.667297	-81.526787
5064.340210	-82.069733
5065.013123	-81.861526
5065.686035	-81.495934
5066.358948	-80.075737
5067.031860	-81.880798
5067.704773	-84.000755
5068.377686	-84.297592
5069.050598	-83.123985
5069.723511	-82.606110
5070.396423	-82.988701
5071.069336	-82.442299
5071.742249	-81.692215
5072.415161	-81.503815
5073.088074	-81.677383
5073.760986	-81.893044
5074.433899	-81.992760
5075.106812	-81.603844
5075.779724	-81.432114
5076.452637	-82.012306
5077.125549	-82.547974
5077.798462	-82.417870
5078.471375	-82.613953
5079.144287	-83.092804
5079.817200	-83.326172
5080.490112	-82.924332
5081.163025	-83.117508
5081.835938	-83.888504
5082.508850	-84.805641
5083.181763	-85.665634
5083.854675	-84.906212
5084.527588	-83.999855
5085.200500	-83.703354
5085.873413	-83.691063
5086.546326	-84.163139
5087.219238	-84.412277
5087.892151	-85.127998
5088.565063	-85.666504
5089.237976	-85.042938
5089.910889	-84.551498
5090.583801	-84.592804
5091.256714	-84.723938
5091.929626	-84.906776
5092.602539	-84.796173
5093.275452	-83.405037
5093.948364	-81.778183
5094.621277	-80.819763
5095.294189	-81.391258
5095.967102	-81.386673
5096.640015	-80.030289
5097.312927	-79.097527
5097.985840	-78.619896
5098.658752	-78.358231
5099.331665	-78.860878
5100.004578	-80.516335
5100.677490	-82.742607
5101.350403	-83.326141
5102.023315	-82.600403
5102.696228	-82.284454
5103.369141	-82.829247
5104.042053	-83.515060
5104.714966	-84.350273
5105.387878	-84.115738
5106.060791	-84.190392
5106.733704	-84.787827
5107.406616	-84.847343
5108.079529	-85.040970
5108.752441	-84.981796
5109.425354	-84.755234
5110.098267	-84.318771
5110.771179	-85.007988
5111.444092	-86.409958
5112.117004	-87.038010
5112.789917	-86.492386
5113.462830	-85.712639
5114.135742	-85.747566
5114.808655	-85.952003
5115.481567	-85.162666
5116.154480	-84.516762
5116.827393	-84.120811
5117.500305	-84.234360
5118.173218	-84.482773
5118.846130	-84.416725
5119.519043	-84.438812
5120.191956	-84.460564
5120.864868	-84.531929
5121.537781	-84.030365
5122.210693	-83.228317
5122.883606	-82.703682
5123.556519	-82.545731
5124.229431	-82.892387
5124.902344	-82.738266
5125.575256	-82.791260
5126.248169	-83.615654
5126.921082	-84.335846
5127.593994	-84.392288
5128.266907	-84.592346
5128.939819	-85.198326
5129.612732	-85.979637
5130.285645	-85.865852
5130.958557	-84.877441
5131.631470	-84.117874
5132.304382	-82.666779
5132.977295	-80.854622
5133.650208	-78.987656
5134.323120	-78.505898
5134.996033	-79.691582
5135.668945	-81.594490
5136.341858	-82.758034
5137.014771	-83.604393
5137.687683	-83.593185
5138.360596	-83.830376
5139.033508	-84.172867
5139.706421	-84.517342
5140.379333	-84.299232
5141.052246	-83.570602
5141.725159	-83.012741
5142.398071	-83.185226
5143.070984	-83.111290
5143.743896	-82.971573
5144.416809	-82.681793
5145.089722	-81.471436
5145.762634	-80.766640
5146.435547	-82.823837
5147.108459	-83.632324
