Frequency (Hz)	Level (dB)
10282.104492	-102.344543
10282.777405	-102.474983
10283.450317	-103.255775
10284.123230	-103.276703
10284.796143	-102.359505
10285.469055	-101.581520
10286.141968	-101.649940
10286.814880	-101.527039
10287.487793	-101.529373
10288.160706	-101.226463
10288.833618	-100.129059
10289.506531	-99.908081
10290.179443	-101.088234
10290.852356	-101.216797
10291.525269	-100.684196
10292.198181	-100.041824
10292.871094	-100.501160
10293.544006	-101.519203
10294.216919	-101.090523
10294.889832	-101.773392
10295.562744	-102.888481
10296.235657	-102.517616
10296.908569	-101.405281
10297.581482	-101.204514
10298.254395	-100.953217
10298.927307	-101.342644
10299.600220	-101.586082
10300.273132	-102.235756
10300.946045	-102.472618
10301.618958	-102.455551
10302.291870	-101.650711
10302.964783	-101.910767
10303.637695	-101.585747
10304.310608	-100.799187
10304.983521	-100.087013
10305.656433	-100.045052
10306.329346	-100.427383
10307.002258	-100.365326
10307.675171	-100.540154
10308.348083	-101.782166
10309.020996	-102.666245
10309.693909	-102.447548
10310.366821	-102.256340
10311.039734	-101.375221
10311.712646	-100.462196
10312.385559	-99.797798
10313.058472	-100.114502
10313.731384	-100.136391
10314.404297	-99.678841
10315.077209	-100.440750
10315.750122	-101.828178
10316.423035	-101.053841
10317.095947	-100.075691
10317.768860	-100.030212
10318.441772	-98.862480
10319.114685	-98.062714
10319.787598	-99.005386
10320.460510	-99.766167
10321.133423	-99.918083
10321.806335	-100.219490
10322.479248	-100.921814
10323.152161	-101.100075
10323.825073	-102.201256
10324.497986	-102.154579
10325.170898	-101.339287
10325.843811	-101.317627
10326.516724	-101.556068
10327.189636	-101.354057
10327.862549	-101.324486
10328.535461	-101.999008
10329.208374	-101.870796
10329.881287	-101.710518
10330.554199	-101.409546
10331.227112	-101.793007
10331.900024	-102.855064
10332.572937	-102.950310
10333.245850	-102.725418
10333.918762	-102.681709
10334.591675	-102.552528
10335.264587	-101.675117
10335.937500	-101.686134
10336.610413	-101.853271
10337.283325	-100.504868
10337.956238	-99.935562
10338.629150	-100.544456
10339.302063	-101.226273
10339.974976	-101.545059
10340.647888	-101.348930
10341.320801	-100.626297
10341.993713	-100.032799
10342.666626	-100.642212
10343.339539	-100.722816
10344.012451	-99.964355
10344.685364	-100.615723
10345.358276	-100.681999
10346.031189	-100.524834
10346.704102	-99.965836
10347.377014	-99.888695
10348.049927	-99.927597
10348.722839	-99.138992
10349.395752	-98.852257
10350.068665	-98.700592
10350.741577	-100.111610
10351.414490	-100.550545
10352.087402	-99.871300
10352.760315	-99.598297
10353.433228	-99.767792
10354.106140	-100.145210
10354.779053	-99.503525
10355.451965	-98.709305
10356.124878	-98.450760
10356.797791	-98.117226
10357.470703	-98.008141
10358.143616	-97.864342
10358.816528	-98.446854
10359.489441	-100.128815
10360.162354	-100.798080
10360.835266	-100.628441
10361.508179	-99.230919
10362.181091	-98.132843
10362.854004	-97.568909
10363.526917	-97.805885
10364.199829	-98.000046
10364.872742	-98.131302
10365.545654	-98.947975
10366.218567	-99.823166
10366.891479	-99.902802
10367.564392	-100.199341
10368.237305	-100.134659
10368.910217	-100.255150
10369.583130	-100.995689
10370.256042	-101.355408
10370.928955	-100.252876
10371.601868	-99.356392
10372.274780	-99.054520
10372.947693	-99.381004
10373.620605	-99.581932
10374.293518	-99.938835
10374.966431	-100.423981
10375.639343	-101.435493
10376.312256	-102.376999
10376.985168	-102.726601
10377.658081	-102.217613
10378.330994	-101.870369
10379.003906	-102.206299
10379.676819	-102.708015
10380.349731	-102.487076
10381.022644	-101.175583
10381.695557	-100.387924
10382.368469	-100.630379
10383.041382	-100.610466
10383.714294	-100.054077
10384.387207	-99.914055
10385.060120	-99.779686
10385.733032	-99.329071
10386.405945	-100.337425
10387.078857	-101.003426
10387.751770	-99.802521
10388.424683	-99.459381
10389.097595	-100.172791
10389.770508	-100.072525
10390.443420	-99.892769
10391.116333	-100.353577
10391.789246	-100.717072
10392.462158	-100.092621
10393.135071	-99.714523
10393.807983	-99.153419
10394.480896	-98.601601
10395.153809	-98.688377
10395.826721	-100.002411
10396.499634	-99.744247
10397.172546	-98.887199
10397.845459	-98.718086
10398.518372	-99.071701
10399.191284	-99.298790
10399.864197	-99.483353
10400.537109	-99.881294
10401.210022	-100.006508
10401.882935	-100.287666
10402.555847	-100.519341
10403.228760	-100.535492
10403.901672	-101.052887
10404.574585	-101.938683
10405.247498	-100.607201
10405.920410	-99.711624
10406.593323	-100.923538
10407.266235	-101.278305
10407.939148	-101.180313
10408.612061	-100.971672
10409.284973	-100.287895
10409.957886	-99.331558
10410.630798	-99.084076
10411.303711	-99.431313
10411.976624	-99.845749
10412.649536	-100.039894
10413.322449	-99.868744
10413.995361	-98.873589
10414.668274	-98.228378
10415.341187	-98.872902
10416.014099	-99.036865
10416.687012	-99.448517
10417.359924	-99.922729
10418.032837	-99.882095
10418.705750	-100.010254
10419.378662	-100.389816
10420.051575	-100.227570
10420.724487	-100.244957
10421.397400	-100.840218
10422.070312	-101.032127
10422.743225	-100.271439
10423.416138	-99.748558
10424.089050	-100.625374
10424.761963	-101.999702
10425.434875	-101.162148
10426.107788	-100.292877
10426.780701	-100.133820
10427.453613	-100.738785
10428.126526	-101.333908
10428.799438	-101.309654
10429.472351	-102.059624
10430.145264	-101.750359
10430.818176	-101.009361
10431.491089	-101.003044
10432.164001	-101.576859
10432.836914	-101.660660
10433.509827	-101.959152
10434.182739	-101.559258
10434.855652	-100.111145
10435.528564	-100.328514
10436.201477	-100.180176
10436.874390	-100.696739
10437.547302	-101.166481
10438.220215	-100.557495
10438.893127	-100.433128
10439.566040	-101.362274
10440.238953	-102.850204
10440.911865	-102.385902
10441.584778	-101.491867
10442.257690	-101.420052
10442.930603	-101.931404
10443.603516	-101.953430
10444.276428	-102.111511
10444.949341	-101.964439
10445.622253	-100.914070
10446.295166	-102.136536
10446.968079	-103.330376
10447.640991	-102.769211
10448.313904	-101.777672
10448.986816	-101.076836
10449.659729	-100.711372
10450.332642	-100.278816
10451.005554	-100.721558
10451.678467	-102.132324
10452.351379	-103.068825
10453.024292	-103.403557
10453.697205	-102.729271
10454.370117	-102.652222
10455.043030	-102.495827
10455.715942	-101.981911
10456.388855	-101.918259
10457.061768	-102.145805
10457.734680	-102.051353
10458.407593	-101.999207
10459.080505	-102.379662
10459.753418	-101.798737
10460.426331	-101.821922
10461.099243	-102.283829
10461.772156	-101.880409
10462.445068	-102.732910
10463.117981	-103.451553
10463.790894	-104.100731
10464.463806	-103.650581
10465.136719	-103.061028
10465.809631	-102.451370
10466.482544	-101.263512
10467.155457	-102.175095
10467.828369	-102.200844
10468.501282	-102.034851
10469.174194	-102.690826
10469.847107	-101.953491
10470.520020	-101.218719
10471.192932	-101.245041
10471.865845	-101.501076
10472.538757	-102.754677
10473.211670	-102.410179
10473.884583	-101.582413
10474.557495	-102.173790
10475.230408	-102.801781
10475.903320	-101.874153
10476.576233	-100.582626
10477.249146	-100.367821
10477.922058	-100.452789
10478.594971	-100.874809
10479.267883	-101.423210
10479.940796	-102.630531
10480.613708	-104.306679
10481.286621	-103.480042
10481.959534	-103.056908
10482.632446	-103.000298
10483.305359	-103.969063
10483.978271	-104.818008
10484.651184	-103.164909
10485.324097	-102.241402
10485.997009	-101.912903
10486.669922	-103.120895
10487.342834	-103.922554
10488.015747	-104.138458
10488.688660	-104.100861
10489.361572	-103.031090
10490.034485	-102.876610
10490.707397	-103.814285
10491.380310	-103.408318
10492.053223	-103.958733
10492.726135	-103.765228
10493.399048	-103.594536
10494.071960	-102.575867
10494.744873	-101.749062
10495.417786	-102.284256
10496.090698	-102.723618
10496.763611	-101.445877
10497.436523	-100.774872
10498.109436	-101.230888
10498.782349	-101.734024
10499.455261	-102.317703
10500.128174	-101.424644
10500.801086	-100.571800
10501.473999	-101.184196
10502.146912	-102.060364
10502.819824	-101.800140
10503.492737	-101.537941
10504.165649	-102.198570
10504.838562	-102.912544
10505.511475	-101.711075
10506.184387	-101.455330
10506.857300	-101.457649
10507.530212	-101.427872
10508.203125	-101.190735
10508.876038	-101.035568
10509.548950	-101.547493
10510.221863	-102.088455
10510.894775	-102.468102
10511.567688	-103.268883
10512.240601	-102.620987
10512.913513	-101.872925
10513.586426	-100.863846
10514.259338	-101.059151
10514.932251	-102.305832
10515.605164	-103.465675
10516.278076	-103.241325
10516.950989	-102.111099
10517.623901	-101.014420
10518.296814	-101.199387
10518.969727	-101.340767
10519.642639	-103.169945
10520.315552	-102.967896
10520.988464	-101.878159
10521.661377	-101.681854
10522.334290	-101.787102
10523.007202	-101.558441
10523.680115	-101.526756
10524.353027	-102.132431
10525.025940	-101.710800
10525.698853	-101.418793
10526.371765	-102.588181
10527.044678	-103.054123
10527.717590	-101.847588
10528.390503	-101.352341
10529.063416	-100.672173
10529.736328	-100.252975
10530.409241	-101.339447
10531.082153	-102.242325
10531.755066	-100.512199
10532.427979	-100.073944
10533.100891	-100.417603
10533.773804	-101.626656
10534.446716	-101.692696
10535.119629	-101.688438
10535.792542	-101.773132
10536.465454	-102.399132
10537.138367	-101.968597
10537.811279	-100.609009
10538.484192	-100.345947
10539.157104	-100.756493
10539.830017	-100.946770
10540.502930	-102.211327
10541.175842	-102.939766
10541.848755	-102.671417
10542.521667	-104.434700
10543.194580	-104.163757
10543.867493	-101.832008
10544.540405	-101.130402
10545.213318	-101.874405
10545.886230	-101.690483
10546.559143	-100.806427
10547.232056	-101.008148
10547.904968	-100.325623
10548.577881	-100.546082
10549.250793	-101.595070
10549.923706	-101.407524
10550.596619	-101.345619
10551.269531	-102.469719
10551.942444	-102.241699
10552.615356	-101.226479
10553.288269	-101.240097
10553.961182	-100.865295
10554.634094	-101.141235
10555.307007	-101.083336
10555.979919	-100.027992
10556.652832	-100.335495
10557.325745	-101.931808
10557.998657	-102.502922
10558.671570	-101.127274
10559.344482	-99.506851
10560.017395	-99.011391
10560.690308	-99.181969
10561.363220	-99.951302
10562.036133	-100.028908
10562.709045	-99.683792
10563.381958	-99.562088
10564.054871	-100.131592
10564.727783	-101.423477
10565.400696	-102.701462
10566.073608	-103.329033
10566.746521	-102.092422
10567.419434	-102.400711
10568.092346	-102.568192
10568.765259	-101.692032
10569.438171	-101.050774
10570.111084	-100.851517
10570.783997	-100.194527
10571.456909	-99.406273
10572.129822	-99.812691
10572.802734	-100.394638
10573.475647	-101.615738
10574.148560	-100.254074
10574.821472	-100.383354
10575.494385	-102.033424
10576.167297	-101.357605
10576.840210	-102.174416
10577.513123	-102.423164
10578.186035	-101.958626
10578.858948	-102.094864
10579.531860	-101.080826
10580.204773	-101.394829
10580.877686	-101.959229
10581.550598	-101.582626
10582.223511	-100.591118
10582.896423	-101.087578
10583.569336	-102.401314
10584.242249	-102.731171
10584.915161	-102.718033
10585.588074	-102.655266
10586.260986	-102.078537
10586.933899	-101.838158
10587.606812	-101.925072
10588.279724	-102.709320
10588.952637	-102.018250
10589.625549	-99.839378
10590.298462	-98.940689
10590.971375	-99.950172
10591.644287	-100.702858
10592.317200	-100.913475
10592.990112	-100.614166
10593.663025	-100.511108
10594.335938	-100.853859
10595.008850	-101.000137
10595.681763	-101.159729
10596.354675	-101.793671
10597.027588	-101.821198
10597.700500	-101.610870
10598.373413	-101.728386
10599.046326	-101.631859
10599.719238	-101.157806
10600.392151	-101.641426
10601.065063	-101.692513
10601.737976	-102.006203
10602.410889	-103.282181
10603.083801	-103.124756
10603.756714	-102.203415
10604.429626	-101.430695
10605.102539	-100.715218
10605.775452	-101.243004
10606.448364	-101.555145
10607.121277	-102.864410
10607.794189	-103.274742
10608.467102	-102.732292
10609.140015	-101.237045
10609.812927	-100.569550
10610.485840	-100.841484
10611.158752	-102.073738
10611.831665	-102.589935
10612.504578	-101.680389
10613.177490	-100.962761
10613.850403	-101.054649
10614.523315	-102.278793
10615.196228	-102.621895
10615.869141	-103.135109
10616.542053	-104.191536
10617.214966	-103.910141
10617.887878	-102.560310
10618.560791	-102.326851
10619.233704	-102.763611
10619.906616	-103.561501
10620.579529	-102.671951
10621.252441	-102.331482
10621.925354	-101.675308
10622.598267	-102.098923
10623.271179	-102.850952
10623.944092	-102.817230
10624.617004	-101.671562
10625.289917	-101.131279
10625.962830	-101.514717
10626.635742	-101.860741
10627.308655	-101.461784
10627.981567	-100.966255
10628.654480	-100.502975
10629.327393	-101.316444
10630.000305	-103.342545
10630.673218	-103.564476
10631.346130	-103.376564
10632.019043	-102.504280
10632.691956	-102.472321
10633.364868	-102.987160
10634.037781	-101.719299
10634.710693	-101.447220
10635.383606	-101.933479
10636.056519	-102.963745
10636.729431	-104.273277
10637.402344	-104.521011
10638.075256	-102.536919
10638.748169	-101.190033
10639.421082	-100.501564
10640.093994	-101.190445
10640.766907	-102.562988
10641.439819	-102.068787
10642.112732	-101.402924
10642.785645	-101.881035
10643.458557	-103.095749
10644.131470	-102.670753
10644.804382	-102.360031
10645.477295	-102.536148
10646.150208	-101.897820
10646.823120	-101.254509
10647.496033	-102.588715
10648.168945	-103.182770
10648.841858	-102.999992
10649.514771	-102.048248
10650.187683	-101.325058
10650.860596	-102.180687
10651.533508	-102.736984
10652.206421	-102.134888
10652.879333	-101.842148
10653.552246	-101.516907
10654.225159	-101.038574
10654.898071	-101.373161
10655.570984	-102.191475
10656.243896	-102.383301
10656.916809	-103.295959
10657.589722	-103.638512
10658.262634	-103.284325
10658.935547	-103.288231
10659.608459	-102.758766
10660.281372	-102.243027
10660.954285	-102.742271
10661.627197	-102.827187
10662.300110	-103.221481
10662.973022	-102.273911
10663.645935	-102.213173
10664.318848	-102.398911
10664.991760	-101.981438
10665.664673	-102.100571
10666.337585	-102.917587
10667.010498	-102.659134
10667.683411	-102.141396
10668.356323	-102.352211
10669.029236	-102.597679
10669.702148	-102.451118
10670.375061	-101.965553
10671.047974	-101.380234
10671.720886	-100.817459
10672.393799	-100.713364
10673.066711	-101.051750
10673.739624	-101.013779
10674.412537	-101.622673
10675.085449	-102.519333
10675.758362	-102.834198
10676.431274	-102.500999
10677.104187	-102.928535
10677.777100	-103.500671
10678.450012	-102.650101
10679.122925	-102.751907
10679.795837	-102.576279
10680.468750	-103.365311
10681.141663	-103.123260
10681.814575	-103.025970
10682.487488	-102.865089
10683.160400	-103.178856
10683.833313	-103.000237
10684.506226	-101.930717
10685.179138	-101.656364
10685.852051	-102.047920
10686.524963	-102.315948
10687.197876	-101.342430
10687.870789	-101.315437
10688.543701	-102.638100
10689.216614	-102.376686
10689.889526	-102.529640
10690.562439	-103.381088
10691.235352	-103.388748
10691.908264	-102.684898
10692.581177	-102.279770
10693.254089	-102.747986
10693.927002	-102.708794
10694.599915	-102.177284
10695.272827	-101.818237
10695.945740	-102.975990
10696.618652	-103.583321
10697.291565	-102.099632
10697.964478	-102.053810
10698.637390	-102.621460
10699.310303	-102.814201
10699.983215	-102.524521
10700.656128	-102.846153
10701.329041	-103.667336
10702.001953	-103.767921
10702.674866	-102.778954
10703.347778	-101.595909
10704.020691	-101.320206
10704.693604	-102.362648
10705.366516	-102.556221
10706.039429	-102.486862
10706.712341	-101.858772
10707.385254	-101.451073
10708.058167	-101.050110
10708.731079	-100.422592
10709.403992	-100.789169
10710.076904	-100.320686
10710.749817	-100.377502
10711.422729	-101.588768
10712.095642	-101.587730
10712.768555	-101.115402
10713.441467	-101.176720
10714.114380	-101.936859
10714.787292	-102.099365
10715.460205	-101.731567
10716.133118	-101.677406
10716.806030	-101.765343
10717.478943	-101.612129
10718.151855	-101.718285
10718.824768	-100.775169
10719.497681	-101.138603
10720.170593	-101.621765
10720.843506	-101.965721
10721.516418	-101.375755
10722.189331	-101.690575
10722.862244	-101.605469
10723.535156	-101.506027
10724.208069	-101.936035
10724.880981	-102.610962
10725.553894	-102.504555
10726.226807	-102.226387
10726.899719	-101.987465
10727.572632	-101.626793
10728.245544	-100.862198
10728.918457	-100.962929
10729.591370	-101.946022
10730.264282	-104.056541
10730.937195	-104.023972
10731.610107	-103.109894
10732.283020	-103.211792
10732.955933	-103.623116
10733.628845	-103.722839
10734.301758	-103.722801
10734.974670	-103.407249
10735.647583	-103.082550
10736.320496	-102.647202
10736.993408	-102.990166
10737.666321	-103.035164
10738.339233	-102.748512
10739.012146	-102.724297
10739.685059	-102.827179
10740.357971	-102.592918
10741.030884	-103.212387
10741.703796	-103.082672
10742.376709	-103.577744
10743.049622	-103.986336
10743.722534	-103.441963
10744.395447	-102.573250
10745.068359	-102.250267
10745.741272	-101.666344
10746.414185	-101.172707
10747.087097	-101.437996
10747.760010	-101.776237
10748.432922	-101.385468
10749.105835	-101.843796
10749.778748	-102.101624
10750.451660	-102.680367
10751.124573	-104.301437
10751.797485	-104.080971
10752.470398	-102.719841
10753.143311	-102.078712
10753.816223	-101.834946
10754.489136	-100.965149
10755.162048	-100.762161
10755.834961	-100.748970
10756.507874	-100.348404
10757.180786	-99.708122
10757.853699	-99.398590
10758.526611	-99.677620
10759.199524	-101.443207
10759.872437	-101.967926
10760.545349	-100.627083
10761.218262	-100.782677
10761.891174	-101.595749
10762.564087	-101.101692
10763.237000	-100.656845
10763.909912	-101.680519
10764.582825	-102.353668
10765.255737	-102.250824
10765.928650	-102.605583
10766.601562	-101.405716
10767.274475	-101.075966
10767.947388	-101.380943
10768.620300	-101.630074
10769.293213	-101.540154
10769.966125	-101.091286
10770.639038	-100.879349
10771.311951	-101.769020
10771.984863	-102.033180
10772.657776	-102.476395
10773.330688	-103.373505
10774.003601	-103.141464
10774.676514	-103.979813
10775.349426	-104.691208
10776.022339	-105.038330
10776.695251	-104.364578
10777.368164	-102.692703
10778.041077	-102.973358
10778.713989	-103.130463
10779.386902	-101.929756
10780.059814	-101.440193
10780.732727	-101.244637
10781.405640	-101.391754
10782.078552	-100.809547
10782.751465	-100.433220
10783.424377	-101.511574
10784.097290	-101.452965
10784.770203	-101.417648
10785.443115	-101.638939
10786.116028	-101.396111
10786.788940	-101.295052
10787.461853	-100.963730
10788.134766	-101.895470
10788.807678	-102.206688
10789.480591	-102.023720
10790.153503	-101.878448
10790.826416	-101.298203
10791.499329	-101.679184
10792.172241	-102.741760
10792.845154	-102.683052
10793.518066	-103.793724
10794.190979	-103.679344
10794.863892	-102.586250
10795.536804	-101.756332
10796.209717	-102.640633
10796.882629	-102.534950
10797.555542	-101.115654
10798.228455	-100.908379
10798.901367	-100.169418
10799.574280	-99.932938
10800.247192	-100.167290
10800.920105	-100.786858
10801.593018	-102.329414
10802.265930	-102.894714
10802.938843	-101.734718
10803.611755	-101.057030
10804.284668	-101.455322
10804.957581	-101.340218
10805.630493	-100.755882
10806.303406	-100.689804
10806.976318	-101.042900
10807.649231	-100.743729
10808.322144	-99.885666
10808.995056	-100.400978
10809.667969	-101.369408
10810.340881	-101.931755
10811.013794	-101.048370
10811.686707	-100.974442
10812.359619	-102.249222
10813.032532	-103.221977
10813.705444	-102.424164
10814.378357	-102.691307
10815.051270	-102.716789
10815.724182	-102.966873
10816.397095	-103.587471
10817.070007	-103.786430
10817.742920	-103.354851
10818.415833	-103.293373
10819.088745	-103.025764
10819.761658	-101.803024
10820.434570	-100.275726
10821.107483	-100.390793
10821.780396	-101.001617
10822.453308	-101.205360
10823.126221	-101.971367
10823.799133	-102.868729
10824.472046	-104.153397
10825.144958	-103.295334
10825.817871	-102.966423
10826.490784	-103.251305
10827.163696	-102.734550
10827.836609	-101.677376
10828.509521	-100.741035
10829.182434	-101.286720
10829.855347	-101.394135
10830.528259	-101.013451
10831.201172	-101.085457
10831.874084	-101.640778
10832.546997	-102.228325
10833.219910	-101.539993
10833.892822	-100.914970
10834.565735	-100.975822
10835.238647	-101.132538
10835.911560	-101.451378
10836.584473	-101.818039
10837.257385	-101.632027
10837.930298	-101.854622
10838.603210	-101.986855
10839.276123	-101.516266
10839.949036	-101.764580
10840.621948	-101.807152
10841.294861	-101.856071
10841.967773	-102.512047
10842.640686	-102.928360
10843.313599	-103.815102
10843.986511	-104.164566
10844.659424	-102.774872
10845.332336	-102.791985
10846.005249	-102.908730
10846.678162	-102.700874
10847.351074	-101.263870
10848.023987	-100.060143
10848.696899	-100.115776
10849.369812	-100.770782
10850.042725	-101.223747
10850.715637	-101.160255
10851.388550	-101.273384
10852.061462	-102.372147
10852.734375	-103.613380
10853.407288	-103.319679
10854.080200	-101.983704
10854.753113	-100.930183
10855.426025	-100.639801
10856.098938	-101.062126
10856.771851	-101.353333
10857.444763	-100.868202
10858.117676	-99.968910
10858.790588	-100.118362
10859.463501	-100.105415
10860.136414	-101.211838
10860.809326	-102.288460
10861.482239	-101.237175
10862.155151	-100.556740
10862.828064	-100.513008
10863.500977	-100.832794
10864.173889	-101.157730
10864.846802	-100.820229
10865.519714	-100.569504
10866.192627	-100.936768
10866.865540	-101.879295
10867.538452	-102.304352
10868.211365	-102.048531
10868.884277	-101.783913
10869.557190	-101.055695
10870.230103	-101.333344
10870.903015	-102.610397
10871.575928	-103.401268
10872.248840	-103.124268
10872.921753	-102.503136
10873.594666	-102.168701
10874.267578	-101.755196
10874.940491	-101.053680
10875.613403	-101.145798
10876.286316	-101.887566
10876.959229	-102.568802
10877.632141	-101.989021
10878.305054	-101.525063
10878.977966	-101.664543
10879.650879	-102.596825
10880.323792	-102.959946
10880.996704	-102.303513
10881.669617	-102.180885
10882.342529	-102.538712
10883.015442	-102.518890
10883.688354	-102.297943
10884.361267	-102.156029
10885.034180	-102.689476
10885.707092	-102.087372
10886.380005	-101.319878
10887.052917	-100.855774
10887.725830	-100.881981
10888.398743	-100.825073
10889.071655	-100.561249
10889.744568	-100.164307
10890.417480	-99.626221
10891.090393	-99.621017
10891.763306	-101.230179
10892.436218	-102.646210
10893.109131	-102.971626
10893.782043	-103.214096
10894.454956	-102.957855
10895.127869	-102.893600
10895.800781	-103.598587
10896.473694	-103.900764
10897.146606	-102.460960
10897.819519	-102.617607
10898.492432	-103.827690
10899.165344	-103.594215
10899.838257	-102.789948
10900.511169	-102.652756
10901.184082	-101.915520
10901.856995	-102.051346
10902.529907	-101.973007
10903.202820	-101.518013
10903.875732	-101.111588
10904.548645	-101.528000
10905.221558	-102.828758
10905.894470	-103.110832
10906.567383	-102.172699
10907.240295	-101.950768
10907.913208	-101.755676
10908.586121	-101.483788
10909.259033	-100.980049
10909.931946	-101.343475
10910.604858	-103.219398
10911.277771	-103.450874
10911.950684	-102.146919
10912.623596	-101.539848
10913.296509	-101.166756
10913.969421	-101.130333
10914.642334	-101.861488
10915.315247	-102.343086
10915.988159	-102.366653
10916.661072	-101.897758
10917.333984	-101.543587
10918.006897	-101.748672
10918.679810	-102.711739
10919.352722	-103.537811
10920.025635	-103.562248
10920.698547	-103.783379
10921.371460	-104.407089
10922.044373	-103.365410
10922.717285	-102.720108
10923.390198	-104.336899
10924.063110	-104.589996
10924.736023	-103.628563
10925.408936	-104.298187
10926.081848	-104.736473
10926.754761	-105.121719
10927.427673	-104.322578
10928.100586	-104.471977
10928.773499	-104.385811
10929.446411	-104.230499
10930.119324	-103.418236
10930.792236	-102.719803
10931.465149	-101.850662
10932.138062	-101.491356
10932.810974	-101.380127
10933.483887	-101.899475
10934.156799	-102.894264
10934.829712	-102.677078
10935.502625	-102.926346
10936.175537	-102.691322
10936.848450	-103.485069
10937.521362	-104.061874
10938.194275	-104.244202
10938.867188	-104.023369
10939.540100	-103.794670
10940.213013	-103.190094
10940.885925	-102.556923
10941.558838	-102.110634
10942.231750	-102.061874
10942.904663	-102.375938
10943.577576	-102.893860
10944.250488	-103.413773
10944.923401	-103.725243
10945.596313	-104.071312
10946.269226	-103.928391
10946.942139	-103.367966
10947.615051	-102.699516
10948.287964	-101.564346
10948.960876	-101.200989
10949.633789	-101.127434
10950.306702	-100.634193
10950.979614	-100.912254
10951.652527	-102.465912
10952.325439	-102.825760
10952.998352	-102.761818
10953.671265	-103.190781
10954.344177	-103.600845
10955.017090	-102.566139
10955.690002	-102.011543
10956.362915	-100.932411
10957.035828	-100.761192
10957.708740	-101.208206
10958.381653	-101.811111
10959.054565	-102.334824
10959.727478	-103.153809
10960.400391	-102.612099
10961.073303	-101.917618
10961.746216	-101.887169
10962.419128	-102.217972
10963.092041	-102.878357
10963.764954	-102.635178
10964.437866	-102.029289
10965.110779	-102.588898
10965.783691	-103.028267
10966.456604	-103.001404
10967.129517	-103.332741
10967.802429	-102.734169
10968.475342	-102.049820
10969.148254	-102.066780
10969.821167	-102.835991
10970.494080	-102.816765
10971.166992	-102.818748
10971.839905	-104.281898
10972.512817	-104.897011
10973.185730	-102.973885
10973.858643	-103.156746
10974.531555	-103.582146
10975.204468	-103.679276
10975.877380	-102.719917
10976.550293	-103.317795
10977.223206	-103.722557
10977.896118	-103.068970
10978.569031	-102.409790
10979.241943	-102.418800
10979.914856	-103.237442
10980.587769	-102.903107
10981.260681	-102.533195
10981.933594	-102.720390
10982.606506	-103.417168
10983.279419	-104.617287
10983.952332	-104.691536
10984.625244	-104.427628
10985.298157	-103.386337
10985.971069	-102.748657
10986.643982	-103.502563
10987.316895	-103.262794
10987.989807	-102.965263
10988.662720	-102.659950
10989.335632	-102.713028
10990.008545	-102.168625
10990.681458	-101.586510
10991.354370	-103.177696
10992.027283	-103.704437
10992.700195	-105.230415
10993.373108	-104.011436
10994.046021	-102.739273
10994.718933	-102.930809
10995.391846	-102.999329
10996.064758	-102.101006
10996.737671	-101.046448
10997.410583	-101.560577
10998.083496	-102.147324
10998.756409	-102.383850
10999.429321	-101.380791
11000.102234	-100.809990
11000.775146	-100.745056
11001.448059	-101.688744
11002.120972	-102.739906
11002.793884	-101.980545
11003.466797	-102.413376
11004.139709	-102.397751
11004.812622	-101.590714
11005.485535	-101.264366
11006.158447	-102.122543
11006.831360	-101.979256
11007.504272	-102.013924
11008.177185	-103.191483
11008.850098	-103.439240
11009.523010	-103.617493
11010.195923	-103.644905
11010.868835	-102.868233
11011.541748	-102.594650
11012.214661	-102.842957
11012.887573	-102.811615
11013.560486	-102.588120
11014.233398	-102.402931
11014.906311	-102.228142
11015.579224	-102.367996
11016.252136	-102.227097
11016.925049	-101.497742
11017.597961	-101.632561
11018.270874	-102.245407
11018.943787	-102.350021
11019.616699	-102.882233
11020.289612	-102.350052
11020.962524	-102.318520
11021.635437	-102.856689
11022.308350	-102.595459
11022.981262	-104.382072
11023.654175	-105.352501
11024.327087	-103.848640
11025.000000	-103.342613
11025.672913	-103.407341
11026.345825	-103.100632
11027.018738	-102.736549
11027.691650	-103.727722
11028.364563	-103.801445
11029.037476	-103.980148
11029.710388	-104.958374
11030.383301	-104.991364
11031.056213	-104.601646
11031.729126	-104.426430
11032.402039	-104.495201
11033.074951	-104.305710
11033.747864	-103.557350
11034.420776	-103.632248
11035.093689	-103.903519
11035.766602	-104.253914
11036.439514	-104.914955
11037.112427	-106.792503
11037.785339	-105.988663
11038.458252	-104.419563
11039.131165	-104.778725
11039.804077	-105.099098
11040.476990	-103.962906
11041.149902	-104.463387
11041.822815	-104.384216
11042.495728	-104.035355
11043.168640	-104.288124
11043.841553	-104.278656
11044.514465	-105.435188
11045.187378	-104.511383
11045.860291	-104.235703
11046.533203	-104.125893
11047.206116	-102.989799
11047.879028	-102.891151
11048.551941	-104.388992
11049.224854	-103.838440
11049.897766	-103.155724
11050.570679	-103.507187
11051.243591	-104.255173
11051.916504	-103.379883
11052.589417	-103.706581
11053.262329	-104.087448
11053.935242	-103.787712
11054.608154	-103.851921
11055.281067	-103.704681
11055.953979	-103.540802
11056.626892	-103.277992
11057.299805	-102.734505
11057.972717	-102.742844
11058.645630	-103.865219
11059.318542	-103.484055
11059.991455	-103.064278
11060.664368	-103.219055
11061.337280	-103.783470
11062.010193	-103.098190
11062.683105	-102.842056
11063.356018	-102.974342
11064.028931	-103.106262
11064.701843	-103.824745
11065.374756	-104.715744
